"No.","Time","Source","Destination","Protocol","Length","Info"
"544","38.057068","192.168.0.111","172.65.250.49","TLSv1.2","3201","Application Data"
"549","38.368666","192.168.0.111","172.65.250.49","TCP","54","[TCP ACKed unseen segment] 50255  >  5223 [ACK] Seq=8029 Ack=19103 Win=513 Len=0"
"550","38.400755","192.168.0.111","63.251.140.21","UDP","74","18334  >  27024 Len=32"
"554","38.898114","192.168.0.111","172.65.250.49","TCP","54","50255  >  5223 [ACK] Seq=8029 Ack=20551 Win=514 Len=0"
"556","38.955071","192.168.0.111","172.65.250.49","TCP","54","50255  >  5223 [ACK] Seq=8029 Ack=20941 Win=512 Len=0"
"557","38.992987","192.168.0.111","23.37.228.32","TCP","55","50492  >  443 [ACK] Seq=1 Ack=1 Win=517 Len=1 [TCP segment of a reassembled PDU]"
"559","39.211540","192.168.0.111","45.7.37.1","UDP","78","52457  >  8181 Len=36"
"561","39.266295","192.168.0.111","45.7.37.1","UDP","78","52458  >  8181 Len=36"
"563","39.318616","192.168.0.111","45.7.37.1","UDP","78","52459  >  8181 Len=36"
"564","39.326613","192.168.0.111","104.18.18.119","TLSv1.2","2311","Application Data"
"565","39.326852","192.168.0.111","104.18.18.119","TLSv1.2","564","Application Data"
"567","39.348544","192.168.0.111","162.247.241.10","TCP","54","[TCP Dup ACK 57#2] 50359  >  443 [ACK] Seq=1 Ack=2 Win=513 Len=0"
"569","39.374371","192.168.0.111","45.7.37.1","UDP","78","52460  >  8181 Len=36"
"573","39.396779","192.168.0.111","63.251.140.21","UDP","74","18334  >  27024 Len=32"
"575","39.399573","192.168.0.111","162.247.241.1","TCP","54","[TCP Dup ACK 59#2] 50357  >  443 [ACK] Seq=1 Ack=2 Win=517 Len=0"
"577","39.426586","192.168.0.111","45.7.37.1","UDP","78","52461  >  8181 Len=36"
"579","39.488800","192.168.0.111","45.7.37.1","UDP","78","52462  >  8181 Len=36"
"582","39.541188","192.168.0.111","45.7.37.1","UDP","78","52463  >  8181 Len=36"
"584","39.599228","192.168.0.111","45.7.37.1","UDP","78","52464  >  8181 Len=36"
"587","39.604223","192.168.0.111","104.18.18.119","TCP","54","50377  >  443 [ACK] Seq=21912 Ack=14184 Win=514 Len=0"
"588","39.610219","192.168.0.111","104.18.19.119","TLSv1.3","78","Application Data"
"589","39.610423","192.168.0.111","104.18.19.119","TCP","54","50535  >  443 [FIN, ACK] Seq=2895 Ack=5154 Win=130560 Len=0"
"592","39.664674","192.168.0.111","104.18.19.119","TCP","54","50535  >  443 [ACK] Seq=2896 Ack=5155 Win=130560 Len=0"
"594","39.679539","192.168.0.111","8.8.8.8","DNS","79","Standard query 0x7218 A shared.na.a.pvp.net"
"596","39.733037","192.168.0.111","104.18.18.119","TCP","66","50547  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"598","39.788177","192.168.0.111","104.18.18.119","TCP","54","50547  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=0"
"599","39.800995","192.168.0.111","104.18.18.119","TLSv1.3","571","Client Hello"
"603","39.858063","192.168.0.111","104.18.18.119","TCP","54","50547  >  443 [ACK] Seq=518 Ack=4192 Win=131584 Len=0"
"604","39.865638","192.168.0.111","104.18.18.119","TLSv1.3","134","Change Cipher Spec, Application Data"
"605","39.866134","192.168.0.111","104.18.18.119","TLSv1.3","2265","Application Data"
"606","39.866249","192.168.0.111","104.18.18.119","TLSv1.3","345","Application Data"
"611","40.156995","192.168.0.111","104.18.19.119","TLSv1.3","78","Application Data"
"612","40.157126","192.168.0.111","104.18.19.119","TCP","54","50536  >  443 [FIN, ACK] Seq=2895 Ack=5161 Win=130560 Len=0"
"613","40.202574","192.168.0.111","104.18.18.119","TCP","54","50547  >  443 [ACK] Seq=3100 Ack=4908 Win=130816 Len=0"
"616","40.333771","192.168.0.111","172.65.250.49","TCP","54","50255  >  5223 [ACK] Seq=8029 Ack=22389 Win=514 Len=0"
"619","40.334308","192.168.0.111","172.65.250.49","TCP","54","50255  >  5223 [ACK] Seq=8029 Ack=24372 Win=514 Len=0"
"623","40.335391","192.168.0.111","172.65.250.49","TCP","54","50255  >  5223 [ACK] Seq=8029 Ack=27043 Win=514 Len=0"
"624","40.405458","192.168.0.111","63.251.140.21","UDP","74","18334  >  27024 Len=32"
"625","40.405644","192.168.0.111","63.251.140.21","UDP","70","18334  >  27024 Len=28"
"628","40.434489","192.168.0.111","172.65.250.49","TCP","54","50255  >  5223 [ACK] Seq=8029 Ack=29049 Win=514 Len=0"
"629","40.466467","192.168.0.111","104.18.19.119","TCP","78","[TCP Retransmission] 50536  >  443 [FIN, PSH, ACK] Seq=2871 Ack=5161 Win=130560 Len=24"
"632","40.466840","192.168.0.111","172.65.250.49","TCP","54","50255  >  5223 [ACK] Seq=8029 Ack=31061 Win=514 Len=0"
"636","40.698979","192.168.0.111","172.65.250.49","TLSv1.2","3209","Application Data"
"641","41.010183","192.168.0.111","172.65.250.49","TCP","54","[TCP ACKed unseen segment] 50255  >  5223 [ACK] Seq=11184 Ack=31275 Win=513 Len=0"
"642","41.410251","192.168.0.111","63.251.140.21","UDP","74","18334  >  27024 Len=32"
"643","41.549749","192.168.0.111","104.18.24.250","TCP","55","50497  >  443 [ACK] Seq=1 Ack=1 Win=514 Len=1 [TCP segment of a reassembled PDU]"
"645","42.402154","192.168.0.111","63.251.140.21","UDP","74","18334  >  27024 Len=32"
"651","42.688680","192.168.0.111","172.65.250.49","TCP","54","50255  >  5223 [ACK] Seq=11184 Ack=33293 Win=514 Len=0"
"654","42.928084","192.168.0.111","63.251.140.21","UDP","70","18334  >  27024 Len=28"
"655","43.406574","192.168.0.111","63.251.140.21","UDP","74","18334  >  27024 Len=32"
"658","43.456179","192.168.0.111","172.65.250.49","TCP","54","50255  >  5223 [ACK] Seq=11184 Ack=34741 Win=514 Len=0"
"661","43.456465","192.168.0.111","172.65.250.49","TCP","54","50255  >  5223 [ACK] Seq=11184 Ack=36865 Win=514 Len=0"
"664","43.457238","192.168.0.111","172.65.250.49","TCP","54","50255  >  5223 [ACK] Seq=11184 Ack=39495 Win=514 Len=0"
"667","43.492474","192.168.0.111","172.65.250.49","TCP","54","50255  >  5223 [ACK] Seq=11184 Ack=41502 Win=514 Len=0"
"670","43.514795","192.168.0.111","172.65.250.49","TCP","54","50255  >  5223 [ACK] Seq=11184 Ack=43515 Win=514 Len=0"
"673","43.639997","192.168.0.111","172.65.250.49","TCP","54","50255  >  5223 [ACK] Seq=11184 Ack=45644 Win=514 Len=0"
"675","43.659987","192.168.0.111","162.247.241.10","TCP","54","[TCP Keep-Alive ACK] 50533  >  443 [ACK] Seq=1664 Ack=4365 Win=131328 Len=0"
"678","43.666576","192.168.0.111","172.65.250.49","TCP","54","50255  >  5223 [ACK] Seq=11184 Ack=47725 Win=514 Len=0"
"679","43.810815","192.168.0.111","172.65.250.49","TLSv1.2","269","Application Data"
"684","43.856477","192.168.0.111","172.65.250.49","TCP","54","50255  >  5223 [ACK] Seq=11399 Ack=49841 Win=514 Len=0"
"689","43.880741","192.168.0.111","172.65.250.49","TCP","54","[TCP ACKed unseen segment] 50255  >  5223 [ACK] Seq=11399 Ack=51951 Win=514 Len=0"
"690","43.888463","192.168.0.111","104.18.25.250","TCP","54","50256  >  443 [ACK] Seq=1 Ack=2746 Win=512 Len=0"
"691","43.888522","192.168.0.111","104.18.25.250","TCP","54","50348  >  443 [ACK] Seq=1 Ack=2746 Win=511 Len=0"
"694","44.104878","192.168.0.111","172.65.250.49","TCP","54","50255  >  5223 [ACK] Seq=11399 Ack=52166 Win=513 Len=0"
"697","44.155391","192.168.0.111","162.247.241.1","TCP","54","[TCP Keep-Alive ACK] 50268  >  443 [ACK] Seq=1 Ack=2 Win=513 Len=0"
"698","44.330530","192.168.0.111","104.18.18.119","TLSv1.2","2297","Application Data"
"701","44.404011","192.168.0.111","63.251.140.21","UDP","74","18334  >  27024 Len=32"
"704","44.615756","192.168.0.111","104.18.18.119","TCP","54","50377  >  443 [ACK] Seq=24155 Ack=14667 Win=512 Len=0"
"705","44.624966","192.168.0.111","104.18.19.119","TLSv1.3","78","Application Data"
"706","44.628125","192.168.0.111","104.18.19.119","TCP","54","50537  >  443 [FIN, ACK] Seq=2895 Ack=5160 Win=130560 Len=0"
"708","44.679544","192.168.0.111","104.18.19.119","TCP","54","50537  >  443 [ACK] Seq=2896 Ack=5161 Win=130560 Len=0"
"712","44.739834","192.168.0.111","162.247.241.1","TCP","54","[TCP Dup ACK 78#2] 50512  >  443 [ACK] Seq=1 Ack=2 Win=513 Len=0"
"715","44.950061","192.168.0.111","172.65.250.49","TCP","54","50255  >  5223 [ACK] Seq=11399 Ack=54222 Win=514 Len=0"
"718","44.985343","192.168.0.111","172.65.250.49","TCP","54","50255  >  5223 [ACK] Seq=11399 Ack=56281 Win=514 Len=0"
"721","45.076112","192.168.0.111","172.65.250.49","TCP","54","50255  >  5223 [ACK] Seq=11399 Ack=57729 Win=514 Len=0"
"725","45.076656","192.168.0.111","172.65.250.49","TCP","54","50255  >  5223 [ACK] Seq=11399 Ack=59778 Win=514 Len=0"
"728","45.077264","192.168.0.111","172.65.250.49","TCP","54","50255  >  5223 [ACK] Seq=11399 Ack=62423 Win=514 Len=0"
"731","45.110895","192.168.0.111","172.65.250.49","TCP","54","50255  >  5223 [ACK] Seq=11399 Ack=64474 Win=514 Len=0"
"734","45.111558","192.168.0.111","172.65.250.49","TCP","54","50255  >  5223 [ACK] Seq=11399 Ack=65922 Win=514 Len=0"
"737","45.112211","192.168.0.111","172.65.250.49","TCP","54","50255  >  5223 [ACK] Seq=11399 Ack=67977 Win=514 Len=0"
"739","45.112818","192.168.0.111","172.65.250.49","TCP","54","50255  >  5223 [ACK] Seq=11399 Ack=68583 Win=511 Len=0"
"740","45.233920","192.168.0.111","104.16.199.132","TCP","55","50327  >  443 [ACK] Seq=1 Ack=1 Win=514 Len=1 [TCP segment of a reassembled PDU]"
"743","45.306548","192.168.0.111","172.65.250.49","TCP","54","50255  >  5223 [ACK] Seq=11399 Ack=70670 Win=514 Len=0"
"745","45.403114","192.168.0.111","63.251.140.21","UDP","74","18334  >  27024 Len=32"
"746","45.527115","192.168.0.111","104.18.157.37","TCP","55","50315  >  443 [ACK] Seq=1 Ack=1 Win=511 Len=1 [TCP segment of a reassembled PDU]"
"750","45.555862","192.168.0.111","172.65.250.49","TCP","54","50255  >  5223 [ACK] Seq=11399 Ack=72727 Win=514 Len=0"
"753","45.556153","192.168.0.111","172.65.250.49","TCP","54","50255  >  5223 [ACK] Seq=11399 Ack=74787 Win=514 Len=0"
"756","45.557018","192.168.0.111","172.65.250.49","TCP","54","50255  >  5223 [ACK] Seq=11399 Ack=76848 Win=514 Len=0"
"759","45.607038","192.168.0.111","162.247.241.1","TCP","54","[TCP Keep-Alive ACK] 50192  >  443 [ACK] Seq=1 Ack=2 Win=513 Len=0"
"760","46.396039","192.168.0.111","63.251.140.21","UDP","74","18334  >  27024 Len=32"
"761","46.396123","192.168.0.111","63.251.140.21","UDP","70","18334  >  27024 Len=28"
"763","46.737838","192.168.0.111","104.18.25.250","TCP","55","50336  >  443 [ACK] Seq=1 Ack=1 Win=508 Len=1 [TCP segment of a reassembled PDU]"
"767","46.766575","192.168.0.111","172.65.250.49","TCP","54","50255  >  5223 [ACK] Seq=11399 Ack=78931 Win=514 Len=0"
"769","47.268509","192.168.0.111","74.201.103.198","TCP","66","50552  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"771","47.407489","192.168.0.111","74.201.103.198","TCP","54","50552  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"772","47.407536","192.168.0.111","74.201.103.198","TCP","54","50552  >  443 [FIN, ACK] Seq=1 Ack=1 Win=64240 Len=0"
"773","47.407921","192.168.0.111","63.251.140.21","UDP","74","18334  >  27024 Len=32"
"775","47.826118","192.168.0.111","74.201.103.198","TCP","54","[TCP Retransmission] 50552  >  443 [FIN, ACK] Seq=1 Ack=1 Win=64240 Len=0"
"778","47.966577","192.168.0.111","63.251.140.21","UDP","70","18334  >  27024 Len=28"
"780","48.170191","192.168.0.111","172.65.250.49","TLSv1.2","84","Application Data"
"782","48.402254","192.168.0.111","63.251.140.21","UDP","74","18334  >  27024 Len=32"
"785","48.963757","192.168.0.111","104.18.18.119","TLSv1.3","2252","Application Data"
"790","49.267295","192.168.0.111","104.18.18.119","TCP","54","50547  >  443 [ACK] Seq=5298 Ack=7592 Win=131584 Len=0"
"791","49.282142","192.168.0.111","104.18.18.119","TLSv1.3","78","Application Data"
"792","49.282316","192.168.0.111","104.18.18.119","TCP","54","50541  >  443 [FIN, ACK] Seq=5112 Ack=7332 Win=131584 Len=0"
"795","49.336739","192.168.0.111","104.18.18.119","TCP","54","50541  >  443 [ACK] Seq=5113 Ack=7333 Win=131584 Len=0"
"797","49.396788","192.168.0.111","63.251.140.21","UDP","74","18334  >  27024 Len=32"
"798","50.409560","192.168.0.111","63.251.140.21","UDP","74","18334  >  27024 Len=32"
"800","51.397200","192.168.0.111","63.251.140.21","UDP","74","18334  >  27024 Len=32"
"803","52.405382","192.168.0.111","63.251.140.21","UDP","74","18334  >  27024 Len=32"
"804","52.405455","192.168.0.111","63.251.140.21","UDP","70","18334  >  27024 Len=28"
"811","52.966169","192.168.0.111","63.251.140.21","UDP","70","18334  >  27024 Len=28"
"812","53.307941","192.168.0.111","162.247.241.10","TCP","55","[TCP Keep-Alive] 50359  >  443 [ACK] Seq=0 Ack=2 Win=513 Len=1"
"813","53.354523","192.168.0.111","162.247.241.1","TCP","55","[TCP Keep-Alive] 50357  >  443 [ACK] Seq=0 Ack=2 Win=517 Len=1"
"815","53.401266","192.168.0.111","104.16.55.40","TCP","55","50358  >  443 [ACK] Seq=1 Ack=1 Win=509 Len=1 [TCP segment of a reassembled PDU]"
"816","53.402418","192.168.0.111","63.251.140.21","UDP","74","18334  >  27024 Len=32"
"819","54.409294","192.168.0.111","63.251.140.21","UDP","74","18334  >  27024 Len=32"
"822","55.400724","192.168.0.111","63.251.140.21","UDP","74","18334  >  27024 Len=32"
"824","56.409278","192.168.0.111","63.251.140.21","UDP","74","18334  >  27024 Len=32"
"826","57.398931","192.168.0.111","63.251.140.21","UDP","74","18334  >  27024 Len=32"
"827","57.413086","192.168.0.111","74.201.103.198","TCP","66","50557  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"830","57.547073","192.168.0.111","74.201.103.198","TCP","54","50557  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"831","57.547110","192.168.0.111","74.201.103.198","TCP","54","50557  >  443 [FIN, ACK] Seq=1 Ack=1 Win=64240 Len=0"
"833","57.939447","192.168.0.111","74.201.103.198","TCP","54","[TCP Retransmission] 50557  >  443 [FIN, ACK] Seq=1 Ack=1 Win=64240 Len=0"
"835","57.986877","192.168.0.111","63.251.140.21","UDP","70","18334  >  27024 Len=28"
"837","58.409362","192.168.0.111","63.251.140.21","UDP","74","18334  >  27024 Len=32"
"838","58.409445","192.168.0.111","63.251.140.21","UDP","70","18334  >  27024 Len=28"
"840","58.814080","192.168.0.111","162.247.241.1","TCP","55","[TCP Keep-Alive] 50512  >  443 [ACK] Seq=0 Ack=2 Win=513 Len=1"
"844","59.020152","192.168.0.111","162.247.241.10","TCP","54","[TCP Keep-Alive ACK] 50533  >  443 [ACK] Seq=1664 Ack=4365 Win=131328 Len=0"
"845","59.396906","192.168.0.111","63.251.140.21","UDP","74","18334  >  27024 Len=32"
"847","59.514800","192.168.0.111","162.247.241.1","TCP","54","[TCP Keep-Alive ACK] 50268  >  443 [ACK] Seq=1 Ack=2 Win=513 Len=0"
"849","60.409590","192.168.0.111","63.251.140.21","UDP","74","18334  >  27024 Len=32"
"851","60.859500","192.168.0.111","8.8.8.8","DNS","82","Standard query 0xd5b2 A wpad.www.tendawifi.com"
"855","60.966914","192.168.0.111","162.247.241.1","TCP","54","[TCP Keep-Alive ACK] 50192  >  443 [ACK] Seq=1 Ack=2 Win=513 Len=0"
"857","61.293915","192.168.0.111","224.0.0.252","IGMPv2","46","Membership Report group 224.0.0.252"
"858","61.294010","192.168.0.111","224.0.0.251","IGMPv2","46","Membership Report group 224.0.0.251"
"859","61.294060","192.168.0.111","239.255.255.250","IGMPv2","46","Membership Report group 239.255.255.250"
"860","61.401983","192.168.0.111","63.251.140.21","UDP","74","18334  >  27024 Len=32"
"861","62.409658","192.168.0.111","63.251.140.21","UDP","74","18334  >  27024 Len=32"
"865","63.005558","192.168.0.111","63.251.140.21","UDP","70","18334  >  27024 Len=28"
"866","63.405289","192.168.0.111","63.251.140.21","UDP","74","18334  >  27024 Len=32"
"869","63.572402","192.168.0.111","172.65.250.49","TCP","54","[TCP Keep-Alive ACK] [TCP ACKed unseen segment] 50255  >  5223 [ACK] Seq=11429 Ack=78931 Win=514 Len=0"
"871","64.406184","192.168.0.111","63.251.140.21","UDP","74","18334  >  27024 Len=32"
"872","64.406320","192.168.0.111","63.251.140.21","UDP","70","18334  >  27024 Len=28"
"875","65.403878","192.168.0.111","63.251.140.21","UDP","74","18334  >  27024 Len=32"
"876","66.397593","192.168.0.111","63.251.140.21","UDP","74","18334  >  27024 Len=32"
"877","66.412392","192.168.0.111","13.73.252.131","TLSv1.2","123","Application Data"
"880","66.646598","192.168.0.111","13.73.252.131","TCP","54","49851  >  8883 [ACK] Seq=70 Ack=70 Win=517 Len=0"
"882","67.399781","192.168.0.111","63.251.140.21","UDP","74","18334  >  27024 Len=32"
"883","67.553102","192.168.0.111","74.201.103.198","TCP","66","50563  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"885","67.693624","192.168.0.111","74.201.103.198","TCP","54","50563  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"886","67.693666","192.168.0.111","74.201.103.198","TCP","54","50563  >  443 [FIN, ACK] Seq=1 Ack=1 Win=64240 Len=0"
"890","68.050286","192.168.0.111","63.251.140.21","UDP","70","18334  >  27024 Len=28"
"891","68.110175","192.168.0.111","74.201.103.198","TCP","54","[TCP Retransmission] 50563  >  443 [FIN, ACK] Seq=1 Ack=1 Win=64240 Len=0"
"893","68.405227","192.168.0.111","63.251.140.21","UDP","74","18334  >  27024 Len=32"
"895","68.531859","192.168.0.111","162.247.241.10","TCP","54","[TCP Keep-Alive ACK] 50359  >  443 [ACK] Seq=1 Ack=2 Win=513 Len=0"
"897","68.592382","192.168.0.111","162.247.241.1","TCP","54","[TCP Keep-Alive ACK] 50357  >  443 [ACK] Seq=1 Ack=2 Win=517 Len=0"
"899","69.404249","192.168.0.111","63.251.140.21","UDP","74","18334  >  27024 Len=32"
"901","70.398562","192.168.0.111","63.251.140.21","UDP","74","18334  >  27024 Len=32"
"902","70.398638","192.168.0.111","63.251.140.21","UDP","70","18334  >  27024 Len=28"
"905","71.399949","192.168.0.111","63.251.140.21","UDP","74","18334  >  27024 Len=32"
"907","72.405935","192.168.0.111","63.251.140.21","UDP","74","18334  >  27024 Len=32"
"911","73.057796","192.168.0.111","63.251.140.21","UDP","70","18334  >  27024 Len=28"
"915","73.397592","192.168.0.111","63.251.140.21","UDP","74","18334  >  27024 Len=32"
"917","73.921695","192.168.0.111","162.247.241.1","TCP","54","[TCP Keep-Alive ACK] 50512  >  443 [ACK] Seq=1 Ack=2 Win=513 Len=0"
"919","74.380275","192.168.0.111","162.247.241.10","TCP","54","[TCP Keep-Alive ACK] 50533  >  443 [ACK] Seq=1664 Ack=4365 Win=131328 Len=0"
"920","74.429909","192.168.0.111","63.251.140.21","UDP","74","18334  >  27024 Len=32"
"922","74.877701","192.168.0.111","162.247.241.1","TCP","54","[TCP Keep-Alive ACK] 50268  >  443 [ACK] Seq=1 Ack=2 Win=513 Len=0"
"924","75.126959","192.168.0.111","162.247.241.1","TCP","55","[TCP Keep-Alive] 50192  >  443 [ACK] Seq=0 Ack=2 Win=513 Len=1"
"926","75.219029","192.168.0.111","104.16.55.40","TCP","55","[TCP Keep-Alive] 50191  >  443 [ACK] Seq=1 Ack=1 Win=509 Len=1"
"928","75.423553","192.168.0.111","63.251.140.21","UDP","74","18334  >  27024 Len=32"
"931","76.251349","192.168.0.111","74.201.103.199","TLSv1.2","236","Application Data"
"935","76.383901","192.168.0.111","74.201.103.199","TCP","54","50501  >  443 [ACK] Seq=183 Ack=300 Win=64501 Len=0"
"936","76.420988","192.168.0.111","63.251.140.21","UDP","74","18334  >  27024 Len=32"
"937","76.421091","192.168.0.111","63.251.140.21","UDP","70","18334  >  27024 Len=28"
"938","76.434681","192.168.0.111","74.201.103.199","TLSv1.2","116","Application Data"
"942","77.419139","192.168.0.111","63.251.140.21","UDP","74","18334  >  27024 Len=32"
"943","77.695767","192.168.0.111","74.201.103.198","TCP","66","50569  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"945","77.829032","192.168.0.111","74.201.103.198","TCP","54","50569  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"946","77.829090","192.168.0.111","74.201.103.198","TCP","54","50569  >  443 [FIN, ACK] Seq=1 Ack=1 Win=64240 Len=0"
"949","78.087370","192.168.0.111","63.251.140.21","UDP","70","18334  >  27024 Len=28"
"950","78.179654","192.168.0.111","172.65.250.49","TLSv1.2","84","Application Data"
